"Date","Close_AAPL","Volume_AAPL","Daily_Returns_AAPL","Close_TSLA","Volume_TSLA","Daily_Returns_TSLA","Close_BA","Volume_BA","Daily_Returns_BA","Close_SPY","Daily_Returns_SPY"
2020-01-28,79.422501,162234000,0.0282893402185722,37.793331,176827500,0.0159133818111674,316.559998,5502200,-0.000126367653953867,326.890015,0.0104791808346213
2020-01-29,81.084999,216229200,0.0209323299955009,38.732666,267022500,0.024854517322117,322.019989,12454700,0.0172478867655287,326.619995,-0.000826027066014813
2020-01-30,80.967499,126743200,-0.0014490966448676,42.720669,435085500,0.102962264461734,323.299988,6022000,0.00397490542116619,327.679993,0.00324535550862404
2020-01-31,77.377502,199588400,-0.0443387414004229,43.371334,235789500,0.015230683770425,318.269989,4999600,-0.0155583024642734,321.730011,-0.0181579044406292
2020-02-03,77.165001,173788400,-0.00274628922499983,52,705975000,0.19894859586288,316,4841800,-0.00713227473043338,324.119995,0.00742853920456935
2020-02-04,79.712502,136616400,0.0330136845329659,59.137333,914082000,0.137256403846154,317.940002,3779800,0.00613924683544302,329.059998,0.0152412781568752
2020-02-05,80.362503,118826800,0.00815431687240231,48.98,726357000,-0.171758388224914,329.549988,6071800,0.0365162795715149,332.859985,0.0115480065127819
2020-02-06,81.302498,105425600,0.0116969353231817,49.930668,598212000,0.0194093099224173,341.429993,12845500,0.0360491744275228,333.980011,0.00336485624728967
2020-02-07,80.0075,117684000,-0.0159281452828178,49.871334,255952500,-0.00118832778283679,336.75,5337800,-0.0137070353980297,332.200012,-0.00532965728898061
2020-02-10,80.387497,109348800,0.00474951723275947,51.418667,370338000,0.0310265011158515,344.670013,5876400,0.0235189695619896,334.679993,0.00746532483568968
2020-02-11,79.902496,94323200,-0.00603328898273816,51.625332,175462500,0.00401926016479581,344.420013,5311500,-0.000725331449127256,335.26001,0.00173304951634799
2020-02-12,81.800003,113730400,0.0237477812958434,51.152668,180337500,-0.00915566024834478,347.450012,4421500,0.00879739528957056,337.420013,0.00644276959843782
2020-02-13,81.217499,94747600,-0.00712107553345689,53.599998,394339500,0.0478436432680305,342.820007,3783100,-0.0133256722984371,337.059998,-0.00106696397999361
2020-02-14,81.237503,80113600,0.000246301600594721,53.335335,235405500,-0.00493774272155754,340.48999,4199800,-0.0067966190783025,337.600006,0.00160211239305828
2020-02-18,79.75,152531200,-0.0183105455616971,57.226665,245725500,0.0729596992312882,338.880005,2904600,-0.00472843562890056,336.730011,-0.00257699936178324
2020-02-19,80.904999,93984000,0.0144827460815047,61.161331,381345000,0.068755815143168,338.299988,4935700,-0.00171157044216875,338.339996,0.00478123406707576
2020-02-20,80.074997,100566000,-0.0102589705241824,59.960667,264523500,-0.0196310966483054,336.279999,2807500,-0.00597099932501331,336.950012,-0.0041082461915025
2020-02-21,78.262497,129554000,-0.0226350305077127,60.066666,214722000,0.0017678088871159,330.380005,3709900,-0.0175448852668755,333.480011,-0.0102982664384058
2020-02-24,74.544998,222195200,-0.0475003883405354,55.585999,227883000,-0.0745949009389001,317.899994,6073200,-0.0377747164208681,322.420013,-0.0331654001294848
2020-02-25,72.019997,230673600,-0.0338721720805466,53.327332,259357500,-0.040633739442193,304.140015,8052500,-0.0432839863469767,312.649994,-0.0303021481486014
2020-02-26,73.162498,198054800,0.015863663532227,51.919998,211282500,-0.026390482088997,305.589996,6987300,0.00476747855753206,311.5,-0.00367821532726462
2020-02-27,68.379997,320605600,-0.0653682027095357,45.266666,364158000,-0.128145844689747,287.76001,10982400,-0.0583461050210556,297.51001,-0.0449116853932584
2020-02-28,68.339996,426510000,-0.000584981014257777,44.532665,363343500,-0.0162150444214292,275.109985,15364300,-0.0439603299985986,296.26001,-0.00420153930282884
2020-03-02,74.702499,341397200,0.093100722452486,49.574669,302925000,0.113220351847346,289.269989,11012300,0.0514703383085133,309.089996,0.0433065063354314
2020-03-03,72.330002,319475600,-0.0317592722031964,49.700668,386760000,0.0025416004290417,280.619995,7499300,-0.029902839315972,300.23999,-0.0286324569365875
2020-03-04,75.684998,219178400,0.0463845694349628,49.966667,225735000,0.0053520206207289,283.119995,6986100,0.0089088448597542,312.859985,0.042033024981116
2020-03-05,73.230003,187572800,-0.032437009511449,48.302666,162790500,-0.0333022212588244,260.369995,14669100,-0.0803546213682294,302.459991,-0.0332416879710583
2020-03-06,72.2575,226176800,-0.0132801168941643,46.898666,189943500,-0.0290667185947874,262.329987,12861800,0.00752771839166798,297.459991,-0.0165311120438405
2020-03-09,66.542503,286744800,-0.079092094246272,40.533333,256105500,-0.135725246428118,227.169998,11585500,-0.134029622011913,274.230011,-0.0780944688457279
2020-03-10,71.334999,285290000,0.0720215769460911,43.021999,233916000,0.061398010373339,231.009995,13059600,0.0169036273883315,288.420013,0.0517448908974445
2020-03-11,68.857498,255598800,-0.0347305114562347,42.282001,199837500,-0.0172004559806717,189.080002,28503500,-0.181507267683374,274.359985,-0.048748447979579
2020-03-12,62.057499,418474000,-0.0987546628545813,37.369999,283636500,-0.116172411045542,154.839996,31734400,-0.181087400242359,248.110001,-0.0956771593350247
2020-03-13,69.4925,370732000,0.119808260400568,36.441334,339604500,-0.024850549233357,170.199997,21168500,0.0991991823611258,269.320007,0.0854863000867102
2020-03-16,60.552502,322423600,-0.128646947512322,29.671333,307342500,-0.185778078266838,129.610001,26844400,-0.238484117012058,239.850006,-0.109423734717191
2020-03-17,63.215,324056000,0.0439700741019753,28.68,359919000,-0.0334104638979314,124.139999,54492200,-0.0422035487832456,252.800003,0.0539920645238591
2020-03-18,61.6675,300233600,-0.0244799493791032,24.081333,356793000,-0.160344037656904,101.889999,61943200,-0.179233125336178,240,-0.0506329226586283
2020-03-19,61.195,271857200,-0.00766205862082939,28.509333,452932500,0.183876864291524,97.709999,40210600,-0.0410246348122941,240.509995,0.00212497916666668
2020-03-20,57.310001,401693200,-0.0634855625459596,28.502001,424282500,-0.000257178938560284,95.010002,41370700,-0.0276327604915849,228.800003,-0.0486881719822081
2020-03-23,56.092499,336752800,-0.0212441455026323,28.952667,246817500,0.0158117319552407,105.620003,46140100,0.111672463705453,222.949997,-0.0255682077067106
2020-03-24,61.720001,287531200,0.100325392883637,33.666668,343428000,0.162817504860606,127.68,43683100,0.208861923626342,243.149994,0.0906032620399631
2020-03-25,61.380001,303602000,-0.00550874910063601,35.950001,318340500,0.067821769591217,158.729996,77826000,0.243186058897243,246.789993,0.0149701792713185
2020-03-26,64.610001,252087200,0.052623003378576,35.210667,260710500,-0.0205656183430982,180.550003,63267300,0.137466185030333,261.200012,0.0583898027016031
2020-03-27,61.935001,204216800,-0.0414022590713162,34.290668,215661000,-0.0261284172776393,162,47880200,-0.102741637727915,253.419998,-0.0297856571308275
2020-03-30,63.702499,167976400,0.0285379506169703,33.475334,179971500,-0.0237771395996135,152.279999,51052500,-0.0600000061728395,261.649994,0.0324757164586514
2020-03-31,63.572498,197002000,-0.00204075196484835,34.933334,266572500,0.0435544571414883,149.139999,29954000,-0.0206199108262406,257.75,-0.0149053853981743
2020-04-01,60.227501,176218400,-0.0526170451883141,32.104,200298000,-0.0809923839505271,130.699997,41899700,-0.123642229607364,246.149994,-0.0450048729388943
2020-04-02,61.232498,165934000,0.0166866793958461,30.298,297876000,-0.0562546723149764,123.269997,42372400,-0.0568477442275687,251.830002,0.023075393615488
2020-04-03,60.352501,129880000,-0.0143714045440381,32.000668,338431500,0.0561973727638788,124.519997,37347400,0.010140342584741,248.190002,-0.0144541951756805
2020-04-06,65.6175,201820400,0.0872374617913516,34.416,223527000,0.0754775494061561,148.770004,51085500,0.194747892581462,264.859985,0.067166214858244
2020-04-07,64.857498,202887200,-0.0115823065493199,36.363335,268797000,0.0565822582519759,141.580002,56699100,-0.0483296484955394,265.130005,0.00101948204822253
2020-04-08,66.517502,168895200,0.0255946351800371,36.589333,189840000,0.00621499650678366,146.869995,41351000,0.0373639844983191,274.029999,0.03356841486123
2020-04-09,66.997498,161834800,0.00721608577543997,38.200001,204750000,0.0440201519934784,151.839996,37874200,0.0338394578143754,278.200012,0.0152173594687348
2020-04-13,68.3125,131022800,0.0196276284824846,43.396667,337131000,0.136038373402137,147.330002,26034100,-0.0297022794968989,275.660004,-0.00913015057670091
2020-04-14,71.762497,194994800,0.0505031582799634,47.326,458647500,0.0905445803015241,141,33970500,-0.0429647859503864,283.790009,0.029492871225526
2020-04-15,71.107498,131154400,-0.00912731618020468,48.655334,353655000,0.0280888729239742,145.979996,39297600,0.0353191205673759,277.76001,-0.0212481017962827
2020-04-16,71.672501,157125200,0.0079457584065184,49.680668,309868500,0.0210734140680237,134.240005,41364800,-0.0804219161644586,279.100006,0.00482429418115295
2020-04-17,70.699997,215250000,-0.0135687186358964,50.259335,196923000,0.0116477298574166,154,52389400,0.147199003754507,286.640015,0.0270154383300156
2020-04-20,69.232498,130015200,-0.0207567052654895,49.757332,221199000,-0.00998825392337567,143.610001,34983800,-0.0674675259740259,281.589996,-0.0176179833091344
2020-04-21,67.092499,180991600,-0.0309103248015116,45.781334,303136500,-0.079907781229106,136.330002,27043800,-0.0506928413711243,273.040009,-0.03036324841597
2020-04-22,69.025002,116862400,0.0288035626754639,48.807335,212482500,0.0660968288953747,134.970001,22734500,-0.00997580121798877,279.100006,0.0221945385300658
2020-04-23,68.7575,124814400,-0.00387543632378319,47.042,198550500,-0.0361694610041708,137.740005,25936400,0.0205231086869444,279.079987,-7.17269780352161e-05
2020-04-24,70.7425,126161200,0.0288695778642332,48.343334,198180000,0.0276632371072658,128.979996,35884700,-0.0635981463772997,282.970001,0.0139387063967436
2020-04-27,70.792503,117087600,0.00070683111283867,53.25,310221000,0.101496226966887,128.679993,34563000,-0.00232596533806687,287.049988,0.0144184436003163
2020-04-28,69.644997,112004800,-0.0162094282780197,51.274666,228330000,-0.0370954741784037,131.300003,37806900,0.0203606632151434,285.730011,-0.00459842206995666
2020-04-29,71.932503,137280800,0.0328452307923855,53.367332,243240000,0.0408128645830671,139,60454400,0.0586443017826892,293.209991,0.0261784891752236
2020-04-30,73.449997,183064000,0.0210960822536649,52.125332,427078500,-0.0232726642583519,141.020004,37876600,0.0145324028776978,290.480011,-0.0093106649970874
2020-05-01,72.267502,240616800,-0.0160993199223685,46.754665,487977000,-0.103033722643723,133.369995,36613100,-0.0542476867324441,282.790009,-0.0264734291820169
2020-05-04,73.290001,133568000,0.0141488078555699,50.745998,288556500,0.085367588453473,131.460007,30708900,-0.0143209722696623,283.570007,0.00275822332888705
2020-05-05,74.389999,147751200,0.0150088413834242,51.214001,254875500,0.0092224612470919,125.400002,30621000,-0.0460977078755213,286.190002,0.00923932339572153
2020-05-06,75.157501,142333600,0.0103172739658189,52.172001,166848000,0.0187058222613773,121.860001,29627700,-0.028229672596018,284.25,-0.00677872038311105
2020-05-07,75.934998,115215200,0.0103449022340431,52.002666,172915500,-0.00324570644702709,128.649994,29525000,0.0557196204191726,287.679993,0.0120668179419526
2020-05-08,77.532501,133838400,0.0210377696987627,54.627998,241297500,0.0504845655413128,133.440002,22695700,0.0372328660971411,292.440002,0.0165461940900422
2020-05-11,78.752502,145946400,0.0157353494891131,54.085999,247794000,-0.00992163395773715,128.910004,20055400,-0.0339478262297988,292.5,0.000205163450929013
2020-05-12,77.852501,162301200,-0.0114282210360758,53.960667,238603500,-0.00231727253480148,125.220001,22579000,-0.0286246442130278,286.670013,-0.0199315794871795
2020-05-13,76.912498,200622400,-0.0120741528907338,52.730667,285982500,-0.0227943809515921,121.5,26002000,-0.0297077221713167,281.600006,-0.0176858644786121
2020-05-14,77.385002,158929200,0.00614339687679889,53.555332,205233000,0.0156391915163903,122.519997,37499200,0.00839503703703707,284.970001,0.0119673115347875
2020-05-15,76.927498,166348400,-0.00591204998612005,53.278,157776000,-0.00517841995639204,120,26756800,-0.0205680465369258,286.279999,0.00459696808577388
2020-05-18,78.739998,135178400,0.0235611458467036,54.242001,174987000,0.018093791058223,135.440002,43781800,0.128666683333333,295,0.03045969341365
2020-05-19,78.285004,101729600,-0.00577843550364326,53.867332,144547500,-0.00690735948329053,130.440002,32373000,-0.036916715343817,291.970001,-0.0102711830508474
2020-05-20,79.807503,111504800,0.0194481563799881,54.370667,109639500,0.00934397493456702,133.320007,21835500,0.0220791548285932,296.929993,0.016988019258869
2020-05-21,79.212502,102688800,-0.00745545190155863,55.173332,183819000,0.0147628315834346,139,48263900,0.0426042056838476,294.880005,-0.0069039438531898
2020-05-22,79.722504,81803200,0.00643840286726457,54.458668,149812500,-0.012953069428542,137.529999,21098800,-0.0105755467625899,295.440002,0.00189906738505383
2020-05-26,79.182503,125522000,-0.00677350776638932,54.591331,121345500,0.00243603093634229,144.729996,30338300,0.052352192629624,299.079987,0.012320555697803
2020-05-27,79.527496,112945200,0.00435693476373186,54.681999,173242500,0.00166084977851155,149.520004,32799900,0.0330961661879684,303.529999,0.0148790029203792
2020-05-28,79.5625,133560800,0.000440149655912726,53.720669,108834000,-0.0175803741190953,149.820007,34734300,0.00200644055627502,302.970001,-0.00184495108175436
2020-05-29,79.485001,153532400,-0.000974064414768303,55.666668,176467500,0.0362243999604696,145.850006,33853900,-0.0264984702610513,304.320007,0.00445590651069097
2020-06-01,80.462502,80791200,0.0122979302724045,59.873333,224092500,0.0755688305252975,151.389999,27127300,0.0379841808165574,305.549988,0.00404173558000743
2020-06-02,80.834999,87642800,0.00462944838578343,58.770668,203484000,-0.018416629653806,153.309998,24780500,0.0126824692032663,308.079987,0.008280147600595
2020-06-03,81.279999,104491200,0.0055050412012748,58.863998,119242500,0.00158803707999374,173.160004,66486400,0.129476265468349,312.179993,0.0133082516651755
2020-06-04,80.580002,87560400,-0.00861216792091755,57.625332,133315500,-0.0210428452379331,184.300003,67155600,0.064333557072452,311.359985,-0.00262671541542391
2020-06-05,82.875,137250400,0.0284809871312737,59.043999,117178500,0.0246188082699463,205.429993,99846000,0.11464997100407,319.339996,0.0256295329664793
2020-06-08,83.364998,95654400,0.00591249472096531,63.327999,212620500,0.0725560611163888,230.5,80902800,0.122036741733229,323.200012,0.0120874805797894
2020-06-09,85.997498,147712400,0.0315780011174473,62.711334,170823000,-0.00973763595467461,216.740005,66688700,-0.0596962906724512,320.790009,-0.00745669217363772
2020-06-10,88.209999,166651600,0.0257275043048346,68.33667,278451000,0.0897020624692818,203.410004,90384900,-0.061502263968297,319,-0.00558000233729224
2020-06-11,83.974998,201662400,-0.048010441537359,64.856003,238747500,-0.0509341031689135,170,103212800,-0.164249561688224,300.609985,-0.0576489498432602
2020-06-12,84.699997,200146000,0.00863351017882724,62.352001,251451000,-0.0386086388949994,189.509995,89550100,0.114764676470588,304.209991,0.0119756700696419
2020-06-15,85.747498,138808800,0.0123671905206797,66.059998,235458000,0.0594687731032079,190.940002,78612900,0.00754581308495095,307.049988,0.00933564670464746
2020-06-16,88.019997,165428800,0.0265022193417237,65.475334,210766500,-0.0088504998138206,197.770004,76496900,0.0357704091780622,312.959991,0.019247690053647
2020-06-17,87.897499,114406400,-0.00139170647779058,66.119331,148362000,0.00983571920381496,192.539993,53085400,-0.0264449152764339,311.660004,-0.00415384406117262
2020-06-18,87.932503,96820400,0.00039823658691359,66.930664,146278500,0.0122707381900157,192.289993,60849900,-0.00129843154196022,311.779999,0.00038501892594457
2020-06-19,87.43,264476000,-0.00571464456095365,66.726669,130195500,-0.00304785561368392,187.020004,67262100,-0.0274064651923931,308.640015,-0.0100711527682055
2020-06-22,89.717499,135445200,0.0261637767356742,66.288002,95436000,-0.00657408809062528,188.520004,53901500,0.00802053239181836,310.619995,0.00641517594534854
2020-06-23,91.6325,212155600,0.0213447880440803,66.785332,95479500,0.00750256434037627,187.880005,50281300,-0.00339485988977588,312.049988,0.00460367337266865
2020-06-24,90.014999,192623200,-0.0176520448530815,64.056664,164394000,-0.0408572948323443,176.690002,56534800,-0.0595593075484537,304.089996,-0.0255087079189377
2020-06-25,91.209999,137522400,0.0132755653310621,65.732002,138817500,0.0261540001521153,174.880005,57335700,-0.0102439129521317,307.350006,0.0107205434012371
2020-06-26,88.407501,205256800,-0.0307257760193595,63.982666,132823500,-0.0266131556437303,170.009995,50644400,-0.0278477233575102,300.049988,-0.0237514815600818
2020-06-29,90.445,130646000,0.0230466756435067,67.290001,135396000,0.0516911095889628,194.490005,78499900,0.143991592964872,304.459991,0.0146975609944034
2020-06-30,91.199997,140223200,0.00834758140306267,71.987335,253777500,0.0698073105987916,183.300003,65493100,-0.0575351005826751,308.359985,0.0128095451464425
2020-07-01,91.027496,110737200,-0.00189145839555233,74.641998,199903500,0.0368768061770866,180.320007,49036700,-0.016257479275655,310.519989,0.00700481289749711
2020-07-02,91.027496,114041600,0,80.577332,258751500,0.079517351612158,180.809998,41792300,0.00271734128759214,312.230011,0.00550696270957288
2020-07-06,93.462502,118655600,0.0267502250089358,91.438667,308548500,0.134793926907384,187.910004,49471700,0.0392677732345309,317.049988,0.015437263652404
2020-07-07,93.172501,112424400,-0.0031028593692046,92.657333,322345500,0.0133276877275562,178.880005,37105300,-0.0480549135638355,313.779999,-0.0103137963216072
2020-07-08,95.342499,117092000,0.0232901121759091,91.05867,244669500,-0.0172534968171379,180.080002,38116200,0.00670839091266794,316.179993,0.0076486519461046
2020-07-09,95.752502,125642800,0.00430031732228881,92.952003,175764000,0.0207924517237073,173.279999,33514500,-0.0377610113531652,314.380005,-0.00569292187946896
2020-07-10,95.919998,90257200,0.0017492597739117,102.976669,350064000,0.107847767411747,178.440002,40955600,0.0297784108366713,317.589996,0.0102105444015118
2020-07-13,95.477501,191649200,-0.00461318816958277,99.804001,584781000,-0.030809580760473,175.649994,43364700,-0.0156355523914419,314.839996,-0.00865896292274899
2020-07-14,97.057503,170989200,0.0165484222298612,101.120003,351271500,0.0131858641618987,179.960007,39256200,0.024537507242955,318.920013,0.0129590174432603
2020-07-15,97.724998,153198000,0.00687731478111489,103.067329,245517000,0.0192575745868995,187.940002,48044800,0.0443431578661808,321.850006,0.00918723466877579
2020-07-16,96.522499,110577600,-0.0123049273431554,100.042664,214512000,-0.029346496405277,178.699997,35050000,-0.0491646530896599,320.790009,-0.00329345030367969
2020-07-17,96.327499,92186800,-0.0020202543657722,100.056,139950000,0.000133303127553614,175.660004,26170500,-0.0170117126526869,321.720001,0.00289906784472214
2020-07-20,98.357498,90318000,0.0210739303010452,109.533333,256821000,0.0947202866394819,174.419998,25294300,-0.00705912542276837,324.320007,0.00808158023100326
2020-07-21,97,103433200,-0.0138016727509682,104.557335,241608000,-0.0454290750013058,178.630005,40740500,0.0241371806459946,325.01001,0.00212753757124841
2020-07-22,97.272499,89001600,0.00280926804123708,106.155334,212416500,0.0152834710257296,179.789993,29790300,0.00649380265090402,326.859985,0.0056920554539227
2020-07-23,92.845001,197004400,-0.045516441394191,100.87133,364927500,-0.0497761516157068,176.449997,29587200,-0.0185772074644889,322.959991,-0.0119316960746969
2020-07-24,92.614998,185438800,-0.0024772793098467,94.466667,290949000,-0.0634933930186109,173.759995,28548000,-0.0152451235235781,320.880005,-0.0064403828894088
2020-07-27,94.809998,121214000,0.0237002650477841,102.639999,240730500,0.0865208042112886,170.210007,30243800,-0.020430410348481,323.220001,0.00729243319477024
2020-07-28,93.252502,103625600,-0.0164275501830512,98.432671,237130500,-0.0409911149745822,170.839996,25349100,0.00370124536802365,321.170013,-0.00634239215907942
2020-07-29,95.040001,90329200,0.0191683757718372,99.940666,141403500,0.0153200658346454,166.009995,51709600,-0.0282720739468995,325.119995,0.0122987260333051
2020-07-30,96.190002,158130000,0.0121001787447372,99.166,114315000,-0.0077512591320934,161.949997,29140000,-0.0244563467398454,323.959991,-0.00356792574384733
2020-07-31,106.260002,374336800,0.104688634895756,95.384003,183123000,-0.0381380412641429,158,30263100,-0.0243902258300134,326.519989,0.00790220419533228
2020-08-03,108.9375,308151200,0.0251976091624768,99,132139500,0.037909889355346,162.270004,38520500,0.0270253417721519,328.790009,0.00695216242947989
2020-08-04,109.665001,173071600,0.00667815031554794,99.133331,126225000,0.00134677777777776,165.070007,30853500,0.0172552100263706,330.059998,0.0038626143290139
2020-08-05,110.0625,121776800,0.00362466599530689,99.001335,74217000,-0.00133149969509247,174.279999,46189200,0.055794460589076,332.109985,0.00621095259171633
2020-08-06,113.902496,202428800,0.0348892311186826,99.305336,89884500,0.00307067576411974,172.199997,32921600,-0.0119348290792681,334.329987,0.00668453855730963
2020-08-07,111.112503,198045600,-0.0244945729723078,96.847336,133446000,-0.0247519428361835,170.020004,19318000,-0.0126596575956967,334.570007,0.000717913466732969
2020-08-10,112.727501,212403600,0.0145347999225614,94.571335,112834500,-0.023500914883193,179.410004,35857700,0.055228795312815,335.570007,0.00298891107713669
2020-08-11,109.375,187902400,-0.0297398680025738,91.625999,129387000,-0.0311440670685257,180.130005,61036600,0.00401315971209735,332.799988,-0.0082546680043428
2020-08-12,113.010002,165598000,0.033234304,103.650665,327441000,0.131236397215162,175.440002,40674400,-0.0260367671671359,337.440002,0.0139423502623444
2020-08-13,115.010002,210082000,0.0176975485762756,108.066666,306379500,0.0426046567091489,174.729996,22958800,-0.00404700177784992,336.829987,-0.00180777322304537
2020-08-14,114.907501,165565200,-0.000891235529236872,110.047333,188664000,0.0183281956713645,178.080002,32414100,0.0191724722525605,336.839996,2.97152877898849e-05
2020-08-17,114.607498,119561600,-0.00261082172520652,122.375999,303634500,0.112030575061733,172.009995,23352100,-0.0340858430583351,337.910004,0.00317660614151067
2020-08-18,115.5625,105633600,0.00833280559008446,125.806,247117500,0.0280283799766979,170.229996,21488500,-0.0103482300548872,338.640015,0.00216037107915867
2020-08-19,115.707497,145538000,0.00125470632774476,125.235336,183079500,-0.00453606346279187,169.270004,25601500,-0.00563938214508329,337.230011,-0.00416372530576463
2020-08-20,118.275002,126907200,0.0221896166330518,133.455338,309177000,0.0656364430562953,169.580002,23213400,0.00183138177275643,338.279999,0.00311356630712201
2020-08-21,124.370003,338054800,0.0515324531552322,136.665329,322344000,0.0240529232333892,167.5,16945900,-0.012265609007364,339.480011,0.00354739270293073
2020-08-24,125.857498,345937600,0.0119602393191227,134.279999,300954000,-0.0174538049807791,178.270004,39317100,0.0642985313432836,342.920013,0.0101331503727328
2020-08-25,124.824997,211495600,-0.00820373053975704,134.889328,159883500,0.00453774951249443,174.729996,31318500,-0.0198575639230927,344.119995,0.0034993058279163
2020-08-26,126.522499,163022400,0.0135990550033821,143.544662,213591000,0.0641661881509261,171.899994,16189800,-0.0161964291466017,347.570007,0.0100256074919447
2020-08-27,125.010002,155552400,-0.011954371846544,149.25,355395000,0.0397460826512658,174.199997,29548100,0.0133798899376343,348.329987,0.00218655230513041
2020-08-28,124.807503,187630000,-0.00161986238509142,147.559998,301218000,-0.011323296482412,175.800003,20383900,0.00918487960708752,350.579987,0.00645939219697442
2020-08-31,129.039993,225702700,0.0339121438876957,166.106674,355123200,0.1256890502262,171.820007,16264300,-0.022639339772935,349.309998,-0.00362253707311596
2020-09-01,134.179993,151948100,0.0398326122041869,158.350006,269523300,-0.0466969075547199,172.100006,18977300,0.00162960649861924,352.600006,0.00941859099034434
2020-09-02,131.399994,200119000,-0.0207184315473917,149.123337,288528300,-0.0582675633116175,174.779999,16552100,0.0155723004448936,357.700012,0.0144639986194442
2020-09-03,120.879997,257599600,-0.0800608636253057,135.666672,262788300,-0.0902384916453418,168.770004,27799400,-0.0343860569538051,345.390015,-0.0344143041292378
2020-09-04,120.959999,332607200,0.000661829930389502,139.440002,330965700,0.0278132421498479,171.050003,18867300,0.0135095037385909,342.570007,-0.00816470620900847
2020-09-08,112.82,231366600,-0.0672949658341185,110.07,346397100,-0.21062823851652,161.080002,22622700,-0.0582870553939715,333.209991,-0.0273229290619128
2020-09-09,117.32,176940500,0.0398865449388406,122.09333,238397400,0.109233487780503,160.779999,21951400,-0.00186244720806499,339.790009,0.0197473610567697
2020-09-10,113.489998,182274400,-0.0326457722468462,123.779999,254791800,0.0138145875782077,157.690002,14532600,-0.0192187897699888,333.890015,-0.0173636476757031
2020-09-11,112,180860300,-0.013128892644795,124.239998,182152500,0.00371626275421117,160.229996,14722400,0.0161075145398248,334.059998,0.000509098782124413
2020-09-14,115.360001,140150100,0.0300000089285714,139.873337,249061800,0.125831771182095,165.350006,17228400,0.0319541292380736,338.459991,0.0131712657197585
2020-09-15,115.540001,184642000,0.00156033285748677,149.919998,291894600,0.0718268486008881,163.490005,14881700,-0.0112488716813231,340.170013,0.00505236082689602
2020-09-16,112.129997,154679000,-0.0295136227322692,147.253326,216837900,-0.017787300130567,167.460007,21851400,0.0242828422446987,338.820007,-0.00396862141990161
2020-09-17,110.339996,178011000,-0.0159636230080342,141.143326,230337600,-0.0414931205017399,167.529999,19717800,0.000417962481035925,335.839996,-0.00879526278977968
2020-09-18,106.839996,287104900,-0.0317201389059322,147.383331,259220400,0.0442104148799781,161.139999,22057100,-0.0381424224804061,330.649994,-0.0154537936571438
2020-09-21,110.080002,195713800,0.0303257779979699,149.796661,328430400,0.0163745111718231,156.350006,23125300,-0.0297256611004446,326.970001,-0.0111295722570011
